year,selling_price,km_driven,seller_type,transmission,owner,fuel_Diesel,fuel_Petrol
7,350000,65000,1,1,0,0,1
7,285000,90000,1,1,1,1,0
9,350000,140000,1,1,1,1,0
2,1225000,22000,0,0,0,0,1
10,285000,60000,0,1,1,0,1
2,1000000,28635,0,1,0,0,1
2,780000,32114,0,1,0,1,0
6,300000,82000,0,1,1,0,1
14,160000,95149,0,1,1,0,1
2,625000,68458,0,1,0,0,1
10,265000,42000,1,1,0,0,1
6,515000,90000,1,1,1,1,0
4,210000,30000,1,1,0,0,1
11,140000,80000,1,1,1,0,1
5,940000,128000,1,1,0,1,0
7,750000,80000,1,1,0,1,0
4,610000,100000,1,1,0,1,0
5,450000,50000,1,1,0,1,0
8,409999,56000,1,1,0,1,0
2,100000,21302,1,1,0,0,1
4,650000,100000,1,1,0,1,0
3,650000,80000,1,1,0,1,0
10,150000,105546,1,1,0,0,1
2,500000,10000,1,1,0,0,1
8,1000000,80000,1,1,1,1,0
7,340000,35000,1,1,0,0,1
1,800000,11240,1,1,0,0,1
7,1010000,120000,1,1,0,1,0
9,350000,120000,1,1,3,1,0
4,595000,70000,1,1,0,1,0
6,700000,130000,1,1,3,1,0
1,265000,40000,1,1,0,0,1
5,320000,60000,1,1,1,0,1
9,310000,110000,1,1,0,0,1
6,700000,130000,1,1,0,1,0
11,130000,80000,1,1,1,0,1
11,150000,120000,1,1,1,1,0
5,300000,104000,1,1,1,1,0
9,150000,100000,1,1,1,0,1
17,120000,132343,1,1,1,0,1
4,950000,90000,1,1,1,1,0
13,100000,60000,1,1,1,0,1
5,450000,76000,1,1,0,1,0
16,30000,60000,1,1,3,0,1
11,200000,30000,1,1,1,0,1
10,250000,96000,1,1,1,1,0
2,1300000,10000,1,1,0,1,0
3,425000,36000,0,1,0,1,0
3,550000,12997,0,1,0,1,0
3,500000,40000,1,0,0,0,1
2,1150000,26430,0,1,0,1,0
5,475000,24600,0,1,0,0,1
9,260000,28481,0,1,0,0,1
7,350000,100000,1,1,0,0,1
7,750000,41988,0,1,0,1,0
11,180000,30375,0,1,0,0,1
3,350000,7658,0,0,0,0,1
3,611000,34400,0,1,0,1,0
3,325000,18500,0,1,0,0,1
5,280000,26134,0,1,0,0,1
6,300000,28942,0,0,0,0,1
8,711000,53600,0,1,0,1,0
5,851000,53652,0,1,0,1,0
9,260000,52895,0,1,0,1,0
7,550000,42324,0,1,1,1,0
4,1044999,65000,0,1,0,1,0
8,550000,60236,0,1,0,1,0
6,210000,70000,1,1,1,0,1
6,210000,70000,1,1,3,0,1
11,290000,100000,1,1,1,1,0
12,250999,110000,1,1,0,1,0
1,600000,10300,1,1,0,0,1
6,270000,120000,1,1,1,1,0
8,550000,142000,1,1,0,1,0
3,800000,25000,1,1,0,1,0
0,500000,5000,1,1,0,0,1
4,535000,52600,1,1,0,1,0
4,396000,28643,0,1,0,0,1
6,600000,50000,1,1,0,1,0
1,575000,30000,0,1,0,0,1
0,520000,5000,1,1,0,0,1
2,1400000,30000,1,0,0,1,0
2,600000,7600,1,0,0,0,1
7,195000,47253,0,1,0,1,0
5,281000,4432,0,0,1,0,1
10,75000,110000,1,1,1,0,1
6,400000,25000,1,1,0,0,1
11,93000,70000,1,1,1,1,0
4,560000,68523,0,1,0,0,1
1,400000,5000,1,1,0,0,1
2,459999,40000,1,1,0,0,1
3,450000,43000,1,1,0,1,0
10,88000,80251,0,1,1,0,0
10,250000,34500,1,1,1,0,1
20,22000,42743,0,1,3,0,1
7,130000,93900,1,1,1,1,0
16,79000,80000,1,1,0,0,1
8,120000,110000,1,1,0,1,0
9,1700000,100000,1,0,1,1,0
8,300000,25000,1,1,0,1,0
8,300000,25000,1,1,0,1,0
11,145000,25000,1,1,0,0,1
7,240000,10000,1,1,0,0,1
2,700000,30000,1,1,0,1,0
10,145000,110000,1,1,1,0,1
6,535000,80000,1,1,1,1,0
4,420000,21000,1,1,0,0,1
4,350000,20000,1,1,0,0,1
5,550000,32000,1,1,0,1,0
13,750000,180000,1,1,0,1,0
8,198000,70000,1,1,1,1,0
7,420000,50000,1,1,0,1,0
7,420000,50000,1,1,0,1,0
16,195000,120000,1,1,0,1,0
8,150000,55766,1,1,1,0,1
9,275000,40000,1,1,1,0,1
19,65000,60000,1,1,3,0,1
12,200000,50000,1,1,0,0,1
10,250000,110000,1,1,1,1,0
7,450000,1000,0,1,1,1,0
2,590000,26350,0,1,0,1,0
8,225000,110000,1,1,1,0,1
5,225000,68745,0,1,0,1,0
14,165000,132000,1,1,0,0,1
1,860000,35000,1,1,0,1,0
4,900000,47000,1,1,0,1,0
7,182000,100000,1,1,0,1,0
10,100000,80000,1,1,0,1,0
14,100000,40000,1,1,1,0,1
3,375000,27289,0,0,0,0,1
2,525000,10980,0,0,0,0,1
4,320000,24662,0,1,0,0,1
7,525000,37000,0,1,0,1,0
6,650000,28245,0,1,0,1,0
3,575000,27005,0,1,0,1,0
6,355000,39227,0,1,0,0,1
4,470000,31367,0,1,0,1,0
12,221000,35008,0,1,0,0,1
11,195000,27005,0,1,0,0,1
19,85000,86000,1,1,1,0,1
7,400000,50000,1,1,0,1,0
3,650000,20000,1,1,0,1,0
10,400000,50000,1,1,0,0,1
8,295000,80000,1,1,1,1,0
14,60000,135000,1,1,3,0,0
17,110000,120000,1,1,3,1,0
5,550000,113600,1,1,0,1,0
12,190000,70000,1,1,3,0,1
2,861999,20000,0,1,0,1,0
2,782000,14000,0,1,0,0,1
2,836000,26000,0,1,0,1,0
4,696000,138925,0,1,0,0,1
4,596000,121764,0,1,0,1,0
4,612000,105429,0,1,0,0,1
5,114999,35000,1,1,0,0,1
3,340000,60000,1,1,0,1,0
0,550000,5000,1,1,0,0,1
12,114999,70000,1,1,3,0,1
20,105000,80000,1,1,0,0,1
1,890000,20000,1,1,0,1,0
1,715000,8000,1,1,0,0,1
6,525000,54000,0,1,1,0,1
8,735000,55300,0,0,0,1,0
4,495000,11958,0,1,0,0,1
3,1025000,9000,0,1,0,0,1
5,750000,70000,1,1,0,1,0
7,600000,120000,1,1,0,1,0
6,475000,23122,0,1,1,0,1
13,80000,58000,0,1,1,0,1
7,325000,62200,0,1,0,1,0
6,1470000,34000,0,0,1,1,0
5,350000,53000,1,1,1,1,0
3,210000,15000,0,1,1,0,1
8,349000,44500,0,1,1,1,0
7,450000,50000,1,1,0,0,1
7,1150000,53000,0,0,0,1,0
11,210000,63500,0,0,0,0,1
3,825000,13599,0,0,0,0,1
8,160000,110000,1,1,0,1,0
6,550000,100000,1,1,1,1,0
14,95000,110000,1,1,3,0,1
6,725000,90000,1,1,1,1,0
1,670000,17000,1,1,0,0,1
12,65000,140000,1,1,0,0,1
5,500000,50000,1,1,1,1,0
3,600000,53000,1,1,0,0,1
3,350000,70000,1,1,1,0,1
8,200000,70000,1,1,1,1,0
12,110000,154000,1,1,3,1,0
8,150000,80000,1,1,0,0,1
17,75000,110000,1,1,1,1,0
7,350000,90000,1,1,1,1,0
2,1700000,15000,1,1,0,1,0
9,890000,86000,1,0,1,1,0
6,500000,120000,1,1,0,1,0
1,600000,5200,1,1,0,0,1
10,99000,60000,1,1,1,0,1
9,235000,46000,1,1,0,0,1
14,75000,40000,1,1,1,0,1
6,600000,90000,1,1,1,1,0
1,1000000,25000,1,1,1,1,0
8,390000,90000,1,1,0,1,0
5,600000,70000,1,1,0,1,0
3,600000,70000,1,1,1,0,1
1,730000,35000,1,1,1,1,0
3,450000,12700,1,0,0,0,1
9,250000,80000,1,1,0,1,0
2,1400000,20000,1,1,0,1,0
2,300000,20000,1,1,0,0,1
3,800000,19000,1,1,0,0,1
11,125000,95000,1,1,1,1,0
8,300000,50000,1,1,0,0,1
8,295000,90000,1,1,0,1,0
7,650000,45839,0,1,0,0,1
10,200000,74510,0,1,0,0,1
11,130000,87293,0,1,0,0,1
8,250000,156040,0,1,0,1,0
16,400000,93415,0,1,0,1,0
3,430000,101159,0,1,0,0,1
5,170000,80000,1,1,1,0,1
1,450000,12000,1,1,0,0,1
7,350000,90000,1,1,0,0,1
9,130000,68519,0,1,0,0,1
8,180000,55130,0,1,0,1,0
6,475000,65239,0,1,0,0,1
5,470000,58182,0,1,0,0,1
8,200000,91245,0,1,0,1,0
7,650000,102989,0,1,0,1,0
10,400000,50000,1,1,0,0,1
20,100000,120000,1,1,0,0,1
6,409999,90000,1,1,0,1,0
2,640000,25000,1,1,0,1,0
13,160000,80000,1,1,1,0,1
7,182000,100000,1,1,0,1,0
2,750000,70000,1,1,0,1,0
18,150000,50000,1,1,3,1,0
12,80000,100000,1,1,1,0,1
4,240000,90000,1,1,3,1,0
15,60000,60000,1,1,3,0,1
13,70000,120000,1,1,3,0,1
12,285000,90000,1,0,1,1,0
5,350000,60000,1,1,1,1,0
5,699000,30000,1,1,1,1,0
9,275000,108000,1,1,1,1,0
8,350000,160000,1,1,1,1,0
14,135000,90000,1,1,3,0,1
10,325000,120000,1,1,3,1,0
8,650000,102000,1,1,1,1,0
11,300000,178000,1,1,1,1,0
6,1200000,200000,1,1,1,1,0
8,450000,60000,0,1,0,0,1
1,425000,3000,1,1,0,0,1
14,150000,75118,1,1,1,0,1
7,290000,140000,1,1,1,1,0
6,335000,60000,1,1,1,0,1
14,120000,79000,0,1,3,0,1
15,20000,25000,1,1,1,0,1
15,250000,70000,1,1,0,0,1
12,120000,41723,1,1,1,0,1
10,250000,70000,1,1,0,0,1
8,220000,70000,1,1,1,1,0
15,61000,4637,1,1,1,0,1
4,620000,70000,1,1,0,1,0
6,425000,100000,1,1,1,1,0
11,85000,120000,1,1,1,1,0
5,270000,40000,1,1,1,1,0
2,300000,20000,1,1,0,0,1
3,800000,19000,1,1,0,0,1
11,125000,95000,1,1,1,1,0
3,450000,30000,1,1,0,0,1
8,450000,42655,1,1,0,1,0
3,250000,43000,1,1,1,0,1
8,725000,70000,1,1,0,1,0
10,250000,55000,1,1,0,0,1
10,99000,80000,1,1,1,1,0
3,350000,55000,1,1,0,0,1
2,511000,70000,1,1,0,0,1
8,300000,80000,1,1,0,1,0
10,1100000,110000,1,0,0,0,1
10,125000,60000,1,1,3,0,1
2,500000,30000,1,1,0,0,1
7,385000,80000,1,1,1,1,0
8,350000,90000,1,1,0,0,1
17,60000,50000,1,1,0,0,1
8,300000,50000,1,1,0,0,1
8,400000,70000,1,1,0,1,0
6,550000,110000,1,1,0,1,0
8,300000,80000,1,1,1,0,1
8,250000,156000,1,1,0,1,0
8,800000,180000,1,1,0,1,0
2,300000,25000,1,1,0,0,1
16,80000,120000,1,1,0,0,1
0,1200000,11000,1,1,0,1,0
3,355000,40000,1,0,0,0,1
5,520000,50000,1,1,0,1,0
8,500000,26000,1,1,0,1,0
12,114999,30000,1,1,0,0,1
6,1800000,50000,1,1,0,1,0
2,800000,20000,1,1,0,1,0
12,105000,30000,1,1,1,0,1
9,135000,78000,1,1,0,0,1
9,170000,40000,1,1,1,0,1
6,550000,100000,1,1,0,0,1
11,250000,70000,1,1,3,0,1
6,650000,30000,1,1,1,1,0
12,210000,77000,1,0,3,0,1
9,260000,150000,1,1,0,1,0
4,750000,69000,1,1,0,1,0
4,1350000,120000,1,0,0,1,0
8,220000,120000,1,1,1,1,0
12,110000,110000,1,1,1,0,1
3,1230000,70000,1,0,0,1,0
7,220000,110000,1,1,0,1,0
11,130000,50000,1,1,0,1,0
8,330000,44000,1,1,0,0,1
10,254999,90000,1,1,1,0,1
6,600000,50000,1,1,1,0,1
8,210000,50000,1,1,0,0,1
6,300000,146000,1,1,0,1,0
2,426000,15000,1,0,0,0,1
5,265000,60000,1,1,0,0,1
4,450000,35000,1,1,1,0,1
8,480000,80000,1,1,0,1,0
10,40000,90000,1,1,0,0,1
9,395000,70000,1,1,1,0,1
7,229999,62000,1,1,1,0,1
2,875000,10000,1,0,0,0,1
10,170000,80000,1,1,3,0,0
5,500000,35000,1,1,1,0,1
7,450000,1000,0,1,1,1,0
7,1580000,86000,0,0,0,1,0
4,535000,52600,1,1,0,1,0
8,225000,110000,1,1,1,0,1
3,550000,19890,0,0,0,0,1
4,670000,7104,0,1,0,0,1
5,625000,11918,0,1,0,0,1
3,520000,10510,0,0,0,0,1
4,239000,41000,0,1,0,0,1
5,750000,45974,0,1,0,1,0
8,229999,49824,0,1,0,0,1
7,1300000,58500,0,0,0,1,0
15,80000,56580,0,1,0,0,1
8,385000,52000,0,1,0,1,0
5,760000,55340,0,1,0,0,1
3,600000,46507,0,1,0,1,0
1,450000,40000,1,1,0,0,1
1,450000,40000,1,1,0,0,1
8,550000,120000,1,1,3,1,0
7,200000,60000,1,1,0,0,1
12,80000,90000,1,1,1,0,1
1,675000,15000,1,1,0,1,0
3,260000,30000,1,1,0,0,1
1,500000,15000,1,1,0,0,1
8,150000,55766,1,1,1,0,1
14,100000,80000,1,1,0,0,1
19,70000,117000,1,1,1,0,1
16,100000,70000,1,1,0,0,1
8,730000,110000,1,1,1,1,0
4,525000,100000,1,1,1,1,0
4,525000,105000,1,1,1,1,0
11,550000,182000,1,1,3,1,0
8,420000,95000,1,1,1,1,0
5,500000,70000,1,1,0,0,1
11,165000,76000,1,1,1,0,1
6,650000,70000,1,1,1,1,0
7,195000,46000,1,1,0,1,0
21,75000,70000,1,1,0,0,1
15,100000,120000,1,1,1,1,0
3,1770000,25000,1,1,0,1,0
14,90000,90000,1,1,0,0,1
4,515000,50000,1,1,0,1,0
3,700000,24585,0,1,2,1,0
19,62000,70000,1,1,0,0,1
9,220000,110000,1,1,3,1,0
1,520000,10000,1,1,0,0,0
10,170000,100000,1,1,0,0,1
9,190000,110000,1,1,1,1,0
9,150000,100000,1,1,1,1,0
11,125000,65000,1,1,0,0,1
5,290000,40000,1,1,3,1,0
1,490000,13900,1,1,0,0,1
3,434999,17563,1,1,0,0,1
4,380000,15000,1,1,0,0,1
8,200000,82000,1,1,1,1,0
4,495000,40000,1,1,0,1,0
6,894999,173000,1,1,3,1,0
6,600000,151000,1,1,1,1,0
5,300000,50000,1,1,0,0,1
3,430000,15000,1,1,0,0,1
3,370000,80000,1,1,0,1,0
1,750000,11000,1,1,0,0,1
4,300000,50000,1,1,0,0,0
8,700000,120000,1,0,1,1,0
13,100000,70000,1,1,3,0,0
5,300000,90000,1,1,0,0,1
8,130000,185000,1,1,1,1,0
4,650000,40000,1,1,0,1,0
3,509999,25000,1,1,0,1,0
7,1000000,117780,1,1,1,1,0
10,280000,120000,1,1,1,1,0
3,600000,120000,1,1,0,1,0
7,210000,120000,1,1,3,1,0
6,1150000,110000,1,0,1,1,0
2,229999,30000,1,1,0,0,1
2,245000,30000,1,1,0,0,1
5,600000,60000,1,1,0,1,0
4,375000,25000,1,1,0,0,1
5,150000,55000,1,1,1,1,0
2,1450000,20000,1,1,0,1,0
6,500000,100000,1,1,1,1,0
13,75000,40000,1,1,1,0,1
14,225000,80000,1,0,3,0,1
14,275000,80000,1,0,3,0,1
2,620000,35000,1,1,0,1,0
10,600000,110000,1,1,1,1,0
9,275000,160000,1,1,0,1,0
7,125000,125000,1,1,0,1,0
9,80000,62000,1,1,1,0,1
9,199000,120000,1,1,1,1,0
4,440000,33000,1,1,1,0,1
7,250000,80000,1,1,3,1,0
3,700000,35000,1,1,0,1,0
5,450000,50000,1,1,0,1,0
1,240000,5000,1,1,0,0,1
4,350000,12000,1,1,0,0,1
4,650000,81595,0,1,0,1,0
15,71000,22000,1,1,0,0,1
5,400000,40000,1,1,0,0,1
12,130000,40000,1,1,1,0,1
7,300000,70000,1,1,1,1,0
1,1100000,4000,1,1,0,1,0
5,2200000,24000,1,0,0,1,0
2,800000,13500,0,1,0,0,1
7,490000,40000,1,1,0,1,0
2,836000,9700,0,1,0,0,1
8,375000,62000,1,1,1,0,1
4,1249000,24000,0,1,0,1,0
1,1240000,13000,0,1,0,1,0
11,35000,50000,1,1,3,0,1
3,1068000,36000,0,1,0,0,1
3,1189000,40000,0,1,0,1,0
2,700000,27000,1,1,0,0,1
4,350000,40000,1,1,0,0,1
11,254999,80000,1,1,1,0,1
4,750000,80000,1,1,0,1,0
8,325000,119000,1,1,1,1,0
11,760000,190000,1,1,1,1,0
3,509999,25000,1,0,0,0,1
7,363000,28740,1,1,0,0,1
10,229999,48500,1,1,0,0,1
8,290000,110000,1,1,1,0,1
2,550000,30000,1,1,0,0,1
9,125000,120000,1,1,1,1,0
6,2000000,130000,1,0,0,1,0
12,350000,140000,1,1,1,1,0
9,390000,90000,1,1,0,1,0
10,260000,50000,1,1,0,0,1
12,150000,50000,1,1,1,0,1
14,85000,60000,1,1,1,0,1
5,280000,15000,1,1,1,0,1
5,220000,45000,1,1,0,0,1
15,140000,80000,1,1,3,0,1
2,370000,15000,1,0,0,0,1
1,650000,20000,1,1,0,1,0
3,280000,37000,1,1,0,0,1
4,540000,80000,1,1,0,1,0
18,50000,120000,1,1,3,1,0
2,800000,20000,1,1,0,0,1
4,515000,25000,1,1,0,1,0
10,220000,96000,1,1,3,0,1
6,525000,54000,0,1,1,0,1
7,165000,53000,0,1,0,0,1
10,221000,65000,0,1,0,1,0
5,245000,43000,0,1,0,0,1
8,260000,42000,0,1,0,0,1
9,550000,73000,0,0,0,1,0
5,434999,29000,0,1,0,0,1
7,450000,95000,0,1,0,1,0
6,290000,25000,1,1,0,0,1
9,305000,53000,0,1,1,0,1
9,265000,20000,0,1,0,0,1
6,325000,57000,0,1,0,0,1
6,550000,52000,0,1,0,1,0
12,105000,40000,1,1,0,0,1
8,275000,47000,0,1,0,0,1
8,434999,47000,0,1,1,0,1
4,690000,73000,0,1,0,1,0
8,249000,42000,0,1,1,0,1
8,204999,60000,0,1,3,0,1
8,200000,50000,1,1,0,1,0
5,190000,120000,1,1,0,0,1
8,150000,50000,1,1,0,0,1
21,70000,70000,1,1,3,0,1
2,900000,25000,1,1,0,1,0
1,950000,11000,1,0,0,0,1
7,475000,80000,1,1,0,0,1
22,55000,80000,1,1,3,0,1
7,450000,75000,1,1,1,1,0
11,1200000,45000,1,0,3,1,0
13,300000,100000,1,1,1,1,0
6,350000,60000,1,1,1,1,0
9,229999,160000,1,1,1,1,0
5,821000,50000,1,1,0,0,1
6,200000,80000,1,1,1,0,1
3,1000000,60000,1,1,1,1,0
4,220000,60000,1,1,1,0,1
5,459999,148620,0,1,0,1,0
8,310000,70000,1,1,1,1,0
2,815000,42000,1,1,0,1,0
3,1200000,40000,1,1,0,1,0
9,170000,150000,1,1,1,1,0
3,1000000,30000,1,1,0,1,0
10,155000,90000,1,1,3,0,1
3,400000,120000,1,1,0,1,0
4,400000,80000,1,1,1,1,0
10,250000,80000,1,1,1,1,0
12,150000,50000,1,1,3,0,1
18,80000,70000,1,1,1,0,1
11,130000,120000,1,0,1,0,1
6,325000,70000,1,0,0,1,0
8,735000,55300,0,0,0,1,0
8,285000,74300,0,1,0,1,0
10,350000,48781,0,1,0,0,1
10,290000,87620,0,0,0,1,0
3,890000,40219,0,0,0,1,0
9,385000,11473,0,1,0,0,1
3,425000,8352,0,1,0,0,1
3,525000,9745,0,0,0,0,1
3,550000,9748,0,1,0,0,1
8,271000,49000,0,1,0,0,1
2,1490000,20694,0,1,0,1,0
5,490000,31080,0,1,0,0,1
6,260000,37605,0,1,0,0,1
6,455000,55850,0,1,0,1,0
10,75000,58850,0,1,0,0,1
5,421000,23839,0,1,0,0,1
4,550000,54000,0,1,0,1,0
7,330000,38000,0,0,0,0,1
8,390000,45454,0,1,0,1,0
5,599000,46957,0,0,0,1,0
1,738000,8000,1,0,0,0,1
4,300000,30000,1,1,0,0,1
8,150000,110000,1,1,0,1,0
9,280000,110000,1,1,0,1,0
14,100000,120000,1,1,1,0,1
12,150000,100000,1,1,1,0,1
6,380000,100000,1,1,1,1,0
14,90000,60000,1,1,1,0,1
9,275000,60000,1,1,1,1,0
11,180000,41090,1,1,0,0,1
6,200000,40000,1,1,0,0,1
9,500000,40000,1,1,1,0,1
10,300000,70000,1,1,1,0,1
5,765000,80000,1,1,1,1,0
3,650000,90000,1,1,0,1,0
3,380000,19000,1,1,0,0,1
6,480000,110000,1,1,1,1,0
24,200000,60000,1,1,0,1,0
3,380000,19000,1,1,0,0,1
10,145000,68000,1,1,1,0,0
9,280000,120000,1,1,1,1,0
6,254999,30000,1,1,0,1,0
4,300000,90000,1,1,1,0,1
5,480000,140000,1,1,3,1,0
3,850000,44500,1,0,0,0,1
6,350000,52000,1,1,1,1,0
4,650000,26000,1,1,0,0,1
4,650000,26000,1,1,0,0,1
13,550000,80000,1,1,1,0,1
5,300000,35000,1,1,0,0,1
12,150000,60000,1,1,1,0,1
6,300000,120000,1,1,0,0,1
16,80000,58000,1,1,0,0,1
6,200000,100000,1,1,0,1,0
4,220000,43700,1,1,0,0,1
11,68000,120000,1,1,1,0,1
9,180000,80000,1,1,3,1,0
3,290000,20000,1,1,0,0,1
2,300000,25000,1,1,0,0,1
6,600000,27483,0,1,0,1,0
1,470000,8000,1,1,0,0,1
12,150000,30000,1,1,0,0,1
3,400000,30000,1,1,0,0,1
11,110000,100000,1,1,3,1,0
6,180000,56207,0,1,1,0,1
10,250000,40000,1,1,0,0,1
14,80000,70000,1,1,0,0,1
2,875000,1440,1,1,0,0,1
5,425000,12000,1,1,0,0,1
1,300000,50000,1,1,0,0,1
4,700000,35000,1,1,0,1,0
10,130000,50000,1,1,1,0,1
3,1000000,60000,1,1,1,1,0
3,650000,67000,1,1,0,1,0
7,400000,100000,1,1,1,0,1
3,800000,60000,1,1,0,1,0
3,675000,70000,1,1,0,1,0
3,210000,50000,1,1,3,0,1
11,150000,120000,1,1,3,1,0
13,45000,100000,1,1,3,0,0
5,516000,90000,1,1,0,0,1
6,450000,80000,1,1,0,0,1
8,134000,90000,1,1,1,0,1
6,509999,157000,1,1,1,1,0
4,500000,20000,1,1,0,0,1
12,130000,80000,1,1,3,0,1
5,575000,60000,1,1,0,1,0
5,550000,49000,1,1,0,0,1
11,145000,89255,1,1,0,1,0
0,347000,5000,1,1,0,0,1
7,275000,110000,1,1,0,1,0
10,630000,200000,1,1,3,1,0
8,160000,90000,1,1,1,1,0
10,150000,63000,1,1,3,1,0
5,550000,23000,1,1,0,0,1
7,349000,100000,1,1,0,1,0
16,229999,168000,1,1,3,1,0
12,110000,90000,1,1,3,1,0
12,110000,70000,1,1,3,0,1
2,245000,5550,1,1,1,0,1
6,180000,100000,1,1,1,0,1
6,290000,80000,1,1,1,0,1
10,250000,40000,1,1,0,0,1
10,150000,100000,1,1,0,1,0
16,55000,35000,1,1,3,0,1
14,500000,75000,1,1,1,1,0
7,290000,150000,1,1,3,1,0
1,400000,16000,1,0,0,0,1
11,72000,70000,1,1,0,0,1
6,250000,115000,1,1,0,1,0
1,575000,25000,1,0,0,0,1
1,1300000,10000,1,0,0,1,0
1,425000,15000,1,1,0,0,1
1,470000,10000,1,1,0,0,0
8,220000,80000,1,1,3,0,1
0,310000,1700,1,1,0,0,1
4,400000,45217,0,1,0,1,0
8,215000,97000,1,1,0,1,0
2,310000,20000,1,1,0,0,1
3,750000,50000,1,1,0,1,0
11,204999,120000,1,1,1,1,0
10,260000,50000,1,1,0,0,1
8,180000,40000,1,1,1,0,1
13,125000,110000,1,1,1,1,0
6,420000,155000,1,1,0,1,0
9,220000,70000,1,1,1,0,1
10,200000,70000,1,1,3,0,1
11,130000,100000,1,1,3,1,0
4,335000,41000,0,1,0,0,1
9,434999,97000,0,0,1,0,1
6,500000,60000,1,1,0,0,1
3,290000,60000,1,1,0,0,1
6,475000,48000,0,0,1,0,1
11,270000,190000,1,1,3,1,0
1,600000,80000,1,1,0,0,1
7,300000,70000,1,1,1,1,0
8,415000,80000,1,1,1,1,0
2,800000,30000,1,0,1,1,0
4,420000,44440,1,1,1,0,1
2,1250000,30000,1,1,0,1,0
9,270000,120000,1,1,0,1,0
5,390000,80000,1,1,1,1,0
8,400000,110000,1,1,0,1,0
13,100000,170000,1,1,0,0,1
10,850000,46000,1,0,0,1,0
8,359000,120000,1,0,3,1,0
5,470000,91365,0,1,0,1,0
7,360000,90010,0,1,1,1,0
7,250999,80000,1,1,0,1,0
8,45000,35000,1,1,1,0,1
14,75000,80000,1,1,1,0,1
7,495000,31800,0,1,0,1,0
7,310000,59100,0,1,0,0,0
4,540000,31200,0,1,0,0,1
4,665000,51000,0,1,0,1,0
7,425000,22700,0,1,1,1,0
9,1295000,58000,0,0,0,1,0
4,675000,50900,0,1,0,1,0
2,980000,10000,1,1,0,1,0
6,320000,60000,1,1,0,1,0
9,250000,80000,1,1,1,0,1
4,600000,72000,1,1,0,1,0
4,300000,96000,1,1,0,0,1
6,305000,66000,1,1,0,1,0
8,270000,80000,1,1,1,1,0
8,300000,90000,1,1,0,1,0
11,106000,70000,1,1,0,0,1
14,90000,75000,1,1,3,0,1
1,539000,2417,1,1,0,0,1
11,110000,100000,1,1,3,1,0
4,250000,30000,1,1,1,0,1
11,300000,50000,1,1,0,0,1
2,707000,60000,1,1,0,1,0
13,95000,120000,1,1,3,0,1
0,495000,7000,1,1,0,0,0
8,200000,35000,1,1,0,1,0
11,110000,110000,1,1,3,0,1
12,100000,130000,1,1,3,0,1
4,150000,25000,1,1,1,0,1
4,509999,35000,1,1,0,0,1
15,50000,80000,1,1,3,0,1
13,85000,70000,1,1,1,0,1
2,475000,23000,1,1,0,0,1
6,425000,40000,1,1,0,0,1
14,480000,110000,1,0,1,0,1
1,950000,10000,1,1,0,1,0
5,535000,80000,1,1,0,1,0
11,325000,25000,1,1,3,1,0
7,270000,74000,1,1,3,0,1
5,300000,60000,1,1,3,0,1
9,325000,70000,1,1,0,1,0
10,350000,100000,1,1,0,1,0
12,229999,146000,1,1,3,1,0
8,325000,120000,1,1,1,1,0
15,70000,70000,1,1,1,0,1
12,190000,120000,1,1,3,1,0
9,345000,65500,1,1,0,1,0
4,1025000,70000,1,1,0,1,0
8,120000,50000,1,1,0,0,1
11,114999,90000,1,1,1,0,1
11,300000,120000,1,1,1,0,1
4,340000,56000,0,1,0,0,1
15,90000,70000,1,1,1,0,1
14,150000,140300,1,1,0,0,1
10,115999,70000,1,1,0,0,1
3,425000,36000,0,1,0,1,0
3,550000,12997,0,1,0,1,0
3,500000,40000,1,0,0,0,1
7,300000,25000,1,1,1,1,0
2,1150000,26430,0,1,0,1,0
5,475000,24600,0,1,0,0,1
9,260000,28481,0,1,0,0,1
7,350000,100000,1,1,0,0,1
7,750000,41988,0,1,0,1,0
3,350000,7658,0,0,0,0,1
11,180000,30375,0,1,0,0,1
3,611000,34400,0,1,0,1,0
3,325000,18500,0,1,0,0,1
8,225000,48000,0,1,0,0,1
6,300000,28942,0,0,0,0,1
3,400000,50000,1,1,1,1,0
8,711000,53600,0,1,0,1,0
5,851000,53652,0,1,0,1,0
4,375000,23000,0,1,1,0,1
13,275000,10211,1,1,0,0,1
15,120000,120000,1,1,3,1,0
5,350000,120000,1,1,0,1,0
3,409999,35000,1,1,0,0,1
8,500000,130000,1,1,0,1,0
7,220000,90000,1,1,1,1,0
12,120000,80000,1,1,1,0,1
13,70000,55000,1,1,1,0,1
3,800000,15000,1,1,0,0,1
8,525000,145000,1,1,0,1,0
4,300000,35000,1,1,0,0,1
12,195000,56000,1,1,1,0,1
13,130000,98000,1,1,1,1,0
9,300000,135000,1,1,1,1,0
18,120000,60000,1,1,3,0,1
10,450000,120000,1,1,3,1,0
10,160000,102000,1,1,1,1,0
2,800000,35000,1,1,0,1,0
7,100000,80000,1,1,0,0,1
3,825000,13599,0,0,0,0,1
5,265000,32933,0,1,0,0,1
12,175000,54551,0,1,0,0,1
6,250999,57112,0,1,0,0,1
5,471000,41025,0,0,0,0,1
1,650000,5000,1,1,0,1,0
1,650000,5000,1,1,0,1,0
8,225000,53122,0,1,1,0,1
7,245000,64111,0,1,0,0,0
